cleanlab_row_ID,image,pose,eye,expression,cleanlab_is_label_issue,cleanlab_is_ambiguous,cleanlab_is_outlier,cleanlab_action,cleanlab_suggested_label_original,cleanlab_suggested_label_pred,cleanlab_ambiguous_score,cleanlab_outlier_score,cleanlab_predicted_label_prob,cleanlab_predicted_label,cleanlab_top_labels,cleanlab_top_probs
99,bpm_left_happy_open.png,left,open,happy,TRUE,FALSE,FALSE,unresolved,neutral,neutral,0.966001991,0.542498946,0.403572478,neutral,"[""neutral"", ""happy"", ""angry"", ""sad""]","[0.40357247837271326, 0.3280668104815801, 0.1433720067382282, 0.12498870440747857]"
100,bpm_left_happy_sunglasses.png,left,sunglasses,happy,TRUE,FALSE,FALSE,unresolved,neutral,neutral,0.94869727,0.486078501,0.458978617,neutral,"[""neutral"", ""happy"", ""angry"", ""sad""]","[0.458978616882439, 0.2794718923241446, 0.15238784219593515, 0.10916164859748134]"
101,bpm_left_neutral_open.png,left,open,neutral,FALSE,FALSE,FALSE,,,,0.985011768,0.520200014,0.313160644,neutral,"[""neutral"", ""sad"", ""angry"", ""happy""]","[0.3131606437961562, 0.26764664722897286, 0.2205219595560001, 0.19867074941887097]"
102,bpm_left_neutral_sunglasses.png,left,sunglasses,neutral,FALSE,FALSE,FALSE,,,,0.992095552,0.423344791,0.323878366,neutral,"[""neutral"", ""happy"", ""angry"", ""sad""]","[0.3238783657608168, 0.23282212124534685, 0.22377970768883673, 0.21951980530499954]"
103,bpm_left_sad_open.png,left,open,sad,TRUE,FALSE,FALSE,unresolved,neutral,neutral,0.952212932,0.480858684,0.465170951,neutral,"[""neutral"", ""happy"", ""sad"", ""angry""]","[0.4651709512884736, 0.21852653577187708, 0.15958152935066308, 0.15672098358898623]"
104,bpm_left_sad_sunglasses.png,left,sunglasses,sad,TRUE,FALSE,FALSE,unresolved,neutral,neutral,0.95420148,0.433008611,0.455243266,neutral,"[""neutral"", ""happy"", ""angry"", ""sad""]","[0.45524326570315665, 0.2179348317381607, 0.18468271694779018, 0.14213918561089248]"
105,bpm_right_angry_open.png,right,open,angry,TRUE,FALSE,FALSE,unresolved,neutral,neutral,0.963557504,0.587162495,0.430353238,neutral,"[""neutral"", ""happy"", ""angry"", ""sad""]","[0.430353237903202, 0.20973109361200717, 0.19748736129545627, 0.16242830718933468]"
106,bpm_right_angry_sunglasses.png,right,sunglasses,angry,TRUE,FALSE,FALSE,unresolved,neutral,neutral,0.94721414,0.577206254,0.442587761,neutral,"[""neutral"", ""angry"", ""happy"", ""sad""]","[0.442587761391607, 0.23140401424170765, 0.16631904693160157, 0.15968917743508376]"
107,bpm_right_happy_open.png,right,open,happy,TRUE,FALSE,FALSE,unresolved,neutral,neutral,0.963171933,0.549865723,0.428107105,neutral,"[""neutral"", ""happy"", ""angry"", ""sad""]","[0.42810710466832114, 0.293900345565092, 0.1442585089750293, 0.13373404079155768]"
108,bpm_right_happy_sunglasses.png,right,sunglasses,happy,TRUE,FALSE,FALSE,unresolved,neutral,neutral,0.934940682,0.42183727,0.496211741,neutral,"[""neutral"", ""happy"", ""angry"", ""sad""]","[0.4962117413449317, 0.22211082126432027, 0.16108715884430075, 0.12059027854644726]"
109,bpm_right_neutral_open.png,right,open,neutral,FALSE,FALSE,FALSE,,,,0.986535118,0.529816151,0.340503371,neutral,"[""neutral"", ""sad"", ""angry"", ""happy""]","[0.3405033714873852, 0.23672027763903958, 0.21148445465780452, 0.2112918962157706]"
110,bpm_right_neutral_sunglasses.png,right,sunglasses,neutral,FALSE,FALSE,FALSE,,,,0.981102151,0.499089599,0.345878395,neutral,"[""neutral"", ""sad"", ""angry"", ""happy""]","[0.3458783946105768, 0.23241010271434806, 0.22885236406260434, 0.19285913861247067]"
111,bpm_right_sad_open.png,right,open,sad,TRUE,FALSE,FALSE,unresolved,neutral,neutral,0.942363526,0.488529444,0.484205445,neutral,"[""neutral"", ""happy"", ""angry"", ""sad""]","[0.4842054454959596, 0.2101942480431686, 0.16010631992104768, 0.14549398653982412]"
112,bpm_right_sad_sunglasses.png,right,sunglasses,sad,TRUE,FALSE,FALSE,unresolved,neutral,neutral,0.94402239,0.44684875,0.47323645,neutral,"[""neutral"", ""happy"", ""angry"", ""sad""]","[0.4732364500513399, 0.19711478894640502, 0.18890712086515404, 0.140741640137101]"
113,bpm_straight_angry_open.png,straight,open,angry,FALSE,FALSE,FALSE,,,,0.972810424,0.674303651,0.285610915,angry,"[""angry"", ""neutral"", ""sad"", ""happy""]","[0.28561091523174725, 0.27541409449513465, 0.2692171369188339, 0.16975785335428423]"
114,bpm_straight_angry_sunglasses.png,straight,sunglasses,angry,FALSE,FALSE,FALSE,,,,0.966964351,0.607304335,0.287180347,neutral,"[""neutral"", ""sad"", ""angry"", ""happy""]","[0.2871803474331185, 0.28484612866218445, 0.27357726476146416, 0.15439625914323307]"
115,bpm_straight_happy_open.png,straight,open,happy,TRUE,FALSE,FALSE,unresolved,neutral,neutral,0.966378569,0.634935975,0.395924856,neutral,"[""neutral"", ""happy"", ""angry"", ""sad""]","[0.39592485558152246, 0.3376280130562387, 0.1448343835129202, 0.12161274784931873]"
116,bpm_straight_happy_sunglasses.png,straight,sunglasses,happy,TRUE,FALSE,FALSE,unresolved,neutral,neutral,0.975206708,0.532191992,0.399747028,neutral,"[""neutral"", ""happy"", ""angry"", ""sad""]","[0.39974702796731965, 0.2562618617505267, 0.19757093586025543, 0.14642017442189825]"
117,bpm_straight_neutral_open.png,straight,open,neutral,FALSE,FALSE,FALSE,,,,0.980282508,0.660504043,0.289498826,neutral,"[""neutral"", ""sad"", ""angry"", ""happy""]","[0.28949882601086163, 0.28230440025293646, 0.2437632229747295, 0.1844335507614725]"
118,bpm_straight_neutral_sunglasses.png,straight,sunglasses,neutral,FALSE,FALSE,FALSE,,,,0.981775335,0.598398924,0.305967321,neutral,"[""neutral"", ""sad"", ""angry"", ""happy""]","[0.3059673211653348, 0.2670214003140182, 0.23975999734454942, 0.18725128117609757]"
119,bpm_straight_sad_open.png,straight,open,sad,FALSE,FALSE,FALSE,,,,0.9717402,0.693813205,0.28819913,sad,"[""sad"", ""neutral"", ""angry"", ""happy""]","[0.2881991304656773, 0.2829429658129083, 0.2640752479418249, 0.1647826557795895]"
120,bpm_straight_sad_sunglasses.png,straight,sunglasses,sad,TRUE,FALSE,FALSE,unresolved,neutral,neutral,0.967250284,0.615263462,0.360834065,neutral,"[""neutral"", ""angry"", ""sad"", ""happy""]","[0.36083406469044504, 0.2440943888430404, 0.23567897884799527, 0.15939256761851936]"
121,bpm_up_angry_open.png,up,open,angry,TRUE,FALSE,FALSE,unresolved,sad,sad,0.96031661,0.759590626,0.340452272,sad,"[""sad"", ""neutral"", ""angry"", ""happy""]","[0.3404522716098852, 0.2973860150009168, 0.21224685064440096, 0.14991486274479693]"
122,bpm_up_angry_sunglasses.png,up,sunglasses,angry,FALSE,FALSE,FALSE,,,,0.975386317,0.636132836,0.290861931,neutral,"[""neutral"", ""angry"", ""sad"", ""happy""]","[0.2908619311520584, 0.2764771355103661, 0.25954936999038314, 0.17311156334719235]"
123,bpm_up_happy_open.png,up,open,happy,FALSE,TRUE,FALSE,unresolved,,,0.999364494,0.724278629,0.279247923,neutral,"[""neutral"", ""happy"", ""sad"", ""angry""]","[0.2792479229435926, 0.2763632779184141, 0.23372114954890608, 0.21066764958908732]"
124,bpm_up_happy_sunglasses.png,up,sunglasses,happy,TRUE,FALSE,FALSE,unresolved,neutral,neutral,0.976778307,0.766668558,0.353264176,neutral,"[""neutral"", ""angry"", ""sad"", ""happy""]","[0.3532641755809768, 0.24307624822603427, 0.21953240602183519, 0.18412717017115385]"
125,bpm_up_neutral_open.png,up,open,neutral,TRUE,FALSE,FALSE,unresolved,sad,sad,0.968363989,0.758787513,0.321529724,sad,"[""sad"", ""neutral"", ""angry"", ""happy""]","[0.3215297244735349, 0.2955488068133978, 0.22107500273986594, 0.16184646597320138]"
126,bpm_up_neutral_sunglasses.png,up,sunglasses,neutral,FALSE,FALSE,FALSE,,,,0.975960577,0.656325638,0.292163144,neutral,"[""neutral"", ""sad"", ""angry"", ""happy""]","[0.29216314356311657, 0.26745592240265503, 0.2670650742122851, 0.1733158598219434]"
127,bpm_up_sad_open.png,up,open,sad,FALSE,FALSE,FALSE,,,,0.960930829,0.78517431,0.31084898,sad,"[""sad"", ""neutral"", ""angry"", ""happy""]","[0.3108489803096798, 0.27137120805195125, 0.27135277751231857, 0.14642703412605051]"
128,bpm_up_sad_sunglasses.png,up,sunglasses,sad,FALSE,FALSE,FALSE,,,,0.978674409,0.661896288,0.280601915,neutral,"[""neutral"", ""angry"", ""sad"", ""happy""]","[0.2806019153511946, 0.27172076670055173, 0.26571910749272853, 0.1819582104555251]"
129,ch4f_left_angry_open.png,left,open,angry,TRUE,FALSE,FALSE,unresolved,sad,sad,0.928666187,0.520184636,0.446430217,sad,"[""sad"", ""angry"", ""neutral"", ""happy""]","[0.44643021743150046, 0.20653991378667286, 0.19051408295750727, 0.15651578582431944]"
130,ch4f_left_angry_sunglasses.png,left,sunglasses,angry,TRUE,FALSE,FALSE,unresolved,sad,sad,0.914077316,0.568443418,0.427319657,sad,"[""sad"", ""angry"", ""happy"", ""neutral""]","[0.4273196569626452, 0.2827518749504012, 0.15730336358705904, 0.1326251044998945]"
131,ch4f_left_happy_open.png,left,open,happy,TRUE,TRUE,FALSE,unresolved,neutral,neutral,0.997901834,0.54488045,0.267553766,neutral,"[""neutral"", ""happy"", ""angry"", ""sad""]","[0.2675537656525697, 0.26272210780272737, 0.23544540468014022, 0.23427872186456283]"
132,ch4f_left_happy_sunglasses.png,left,sunglasses,happy,TRUE,FALSE,FALSE,unresolved,sad,sad,0.966599418,0.594885588,0.34172926,sad,"[""sad"", ""angry"", ""happy"", ""neutral""]","[0.34172926049060215, 0.2688478077339589, 0.21800256361403297, 0.171420368161406]"
133,ch4f_left_neutral_open.png,left,open,neutral,TRUE,FALSE,FALSE,unresolved,sad,sad,0.962207815,0.58334434,0.391359448,sad,"[""sad"", ""neutral"", ""happy"", ""angry""]","[0.39135944804728023, 0.21098469885680632, 0.20129453223149954, 0.19636132086441388]"
134,ch4f_left_neutral_sunglasses.png,left,sunglasses,neutral,TRUE,FALSE,FALSE,unresolved,sad,sad,0.938653382,0.601235271,0.393106533,sad,"[""sad"", ""angry"", ""happy"", ""neutral""]","[0.3931065325070599, 0.2762517145265465, 0.17421981242191484, 0.15642194054447875]"
135,ch4f_left_sad_open.png,left,open,sad,FALSE,FALSE,FALSE,,,,0.960646405,0.557944179,0.330191695,sad,"[""sad"", ""neutral"", ""angry"", ""happy""]","[0.33019169454600195, 0.27234966372811975, 0.24930702610548167, 0.14815161562039666]"
136,ch4f_left_sad_sunglasses.png,left,sunglasses,sad,FALSE,FALSE,FALSE,,,,0.946400741,0.572446704,0.329587328,sad,"[""sad"", ""angry"", ""neutral"", ""happy""]","[0.32958732806674423, 0.31956015395782383, 0.20227898547875459, 0.14857353249667746]"
137,ch4f_right_angry_open.png,right,open,angry,TRUE,FALSE,FALSE,unresolved,sad,sad,0.918724935,0.590384126,0.448215543,sad,"[""sad"", ""angry"", ""neutral"", ""happy""]","[0.4482155432144176, 0.23869379984297104, 0.16053321291905262, 0.15255744402355872]"
138,ch4f_right_angry_sunglasses.png,right,sunglasses,angry,FALSE,FALSE,FALSE,,,,0.940294768,0.612179995,0.332664976,sad,"[""sad"", ""angry"", ""neutral"", ""happy""]","[0.3326649760979152, 0.33121402128186506, 0.19029551550182347, 0.14582548711839638]"
139,ch4f_right_happy_open.png,right,open,happy,FALSE,FALSE,FALSE,,,,0.995233709,0.649632812,0.259689661,happy,"[""happy"", ""sad"", ""angry"", ""neutral""]","[0.2596896613087714, 0.2594381000546599, 0.24319068939967484, 0.23768154923689397]"
140,ch4f_right_happy_sunglasses.png,right,sunglasses,happy,TRUE,FALSE,FALSE,unresolved,sad,sad,0.9202626,0.602635264,0.393931711,sad,"[""sad"", ""angry"", ""happy"", ""neutral""]","[0.39393171136642563, 0.29357065462367016, 0.22354583181793042, 0.08895180219197375]"
141,ch4f_right_neutral_open.png,right,open,neutral,TRUE,FALSE,FALSE,unresolved,sad,sad,0.935803499,0.549006581,0.422548502,sad,"[""sad"", ""angry"", ""happy"", ""neutral""]","[0.42254850152298923, 0.23992920318888275, 0.1830973680812694, 0.15442492720685863]"
142,ch4f_right_neutral_sunglasses.png,right,sunglasses,neutral,TRUE,FALSE,FALSE,unresolved,sad,sad,0.877720989,0.552697122,0.484978177,sad,"[""sad"", ""angry"", ""happy"", ""neutral""]","[0.48497817702574425, 0.2683671067204716, 0.13593114770348774, 0.1107235685502963]"
143,ch4f_right_sad_open.png,right,open,sad,FALSE,FALSE,FALSE,,,,0.94310484,0.584107578,0.350389807,sad,"[""sad"", ""angry"", ""neutral"", ""happy""]","[0.3503898073983965, 0.2944439176548766, 0.21975735624996104, 0.13540891869676594]"
144,ch4f_right_sad_sunglasses.png,right,sunglasses,sad,FALSE,FALSE,FALSE,,,,0.944531438,0.622436523,0.333375769,sad,"[""sad"", ""angry"", ""neutral"", ""happy""]","[0.33337576946080605, 0.3263536388181317, 0.18246347574120336, 0.157807115979859]"
145,ch4f_straight_angry_open.png,straight,open,angry,TRUE,FALSE,FALSE,unresolved,sad,sad,0.957211813,0.486556172,0.392748399,sad,"[""sad"", ""neutral"", ""angry"", ""happy""]","[0.3927483992917434, 0.2389025996729043, 0.19301343584503394, 0.17533556519031837]"
146,ch4f_straight_angry_sunglasses.png,straight,sunglasses,angry,TRUE,FALSE,FALSE,unresolved,sad,sad,0.883968941,0.536943734,0.483758825,sad,"[""sad"", ""angry"", ""neutral"", ""happy""]","[0.4837588249880711, 0.25653318268948544, 0.13316476925770437, 0.12654322306473922]"
147,ch4f_straight_happy_open.png,straight,open,happy,FALSE,FALSE,FALSE,,,,0.999061905,0.722504616,0.305467857,happy,"[""happy"", ""neutral"", ""sad"", ""angry""]","[0.3054678565726637, 0.2884674524148476, 0.20894780889569817, 0.19711688211679051]"
148,ch4f_straight_happy_sunglasses.png,straight,sunglasses,happy,TRUE,FALSE,FALSE,unresolved,sad,sad,0.963851044,0.556833684,0.374366918,sad,"[""sad"", ""happy"", ""angry"", ""neutral""]","[0.3743669182320182, 0.24270196874327807, 0.2222894434403732, 0.1606416695843305]"
149,ch4f_straight_neutral_open.png,straight,open,neutral,FALSE,FALSE,FALSE,,,,0.98249508,0.539893508,0.31264832,neutral,"[""neutral"", ""sad"", ""angry"", ""happy""]","[0.3126483204301515, 0.26370379428479856, 0.2339708124336132, 0.1896770728514369]"
150,ch4f_straight_neutral_sunglasses.png,straight,sunglasses,neutral,TRUE,FALSE,FALSE,unresolved,sad,sad,0.903339828,0.5163306,0.474397679,sad,"[""sad"", ""angry"", ""happy"", ""neutral""]","[0.47439767941671585, 0.23376308022786435, 0.15452210650197667, 0.13731713385344319]"
151,ch4f_straight_sad_open.png,straight,open,sad,FALSE,FALSE,FALSE,,,,0.962082436,0.506257892,0.307181514,sad,"[""sad"", ""neutral"", ""angry"", ""happy""]","[0.30718151415075784, 0.30327846908385075, 0.24477463681820075, 0.14476537994719055]"
152,ch4f_straight_sad_sunglasses.png,straight,sunglasses,sad,FALSE,FALSE,FALSE,,,,0.950672421,0.499245346,0.334804853,sad,"[""sad"", ""angry"", ""neutral"", ""happy""]","[0.3348048531668065, 0.2843023798698497, 0.24316083108039294, 0.1377319358829508]"
153,ch4f_up_angry_open.png,up,open,angry,TRUE,FALSE,FALSE,unresolved,sad,sad,0.92200559,0.570527554,0.457986003,sad,"[""sad"", ""neutral"", ""angry"", ""happy""]","[0.45798600257833383, 0.20655275124653807, 0.19112023308472073, 0.14434101309040737]"
154,ch4f_up_angry_sunglasses.png,up,sunglasses,angry,TRUE,FALSE,FALSE,unresolved,sad,sad,0.920526302,0.521363378,0.446656115,sad,"[""sad"", ""angry"", ""neutral"", ""happy""]","[0.44665611528304305, 0.23662739854492534, 0.1628040838730328, 0.15391240229899883]"
155,ch4f_up_happy_open.png,up,open,happy,TRUE,FALSE,FALSE,unresolved,sad,sad,0.97735626,0.577841282,0.343683753,sad,"[""sad"", ""happy"", ""angry"", ""neutral""]","[0.34368375307697535, 0.2981543198797887, 0.18176458454730998, 0.17639734249592598]"
156,ch4f_up_happy_sunglasses.png,up,sunglasses,happy,TRUE,FALSE,FALSE,unresolved,sad,sad,0.951251746,0.550786138,0.391208975,sad,"[""sad"", ""happy"", ""angry"", ""neutral""]","[0.3912089746467245, 0.23601006040235895, 0.234489246260817, 0.13829171869009954]"
157,ch4f_up_neutral_open.png,up,open,neutral,TRUE,FALSE,FALSE,unresolved,sad,sad,0.93226781,0.561975539,0.453075092,sad,"[""sad"", ""angry"", ""neutral"", ""happy""]","[0.45307509157878634, 0.18440743801698334, 0.1840365528830982, 0.17848091752113218]"
158,ch4f_up_neutral_sunglasses.png,up,sunglasses,neutral,TRUE,FALSE,FALSE,unresolved,sad,sad,0.921273393,0.583780468,0.448332407,sad,"[""sad"", ""angry"", ""happy"", ""neutral""]","[0.44833240716597184, 0.2350806590126012, 0.17399496776533482, 0.14259196605609217]"
159,ch4f_up_sad_open.png,up,open,sad,FALSE,FALSE,FALSE,,,,0.942437992,0.622178435,0.34734313,sad,"[""sad"", ""neutral"", ""angry"", ""happy""]","[0.3473431298163802, 0.287459538790585, 0.2471393000045725, 0.11805803138846238]"
160,ch4f_up_sad_sunglasses.png,up,sunglasses,sad,FALSE,FALSE,FALSE,,,,0.962455455,0.517004967,0.31886787,sad,"[""sad"", ""angry"", ""neutral"", ""happy""]","[0.31886786954293855, 0.2712456605100387, 0.25648263161120627, 0.15340383833581647]"
161,cheyer_left_angry_open.png,left,open,angry,TRUE,FALSE,FALSE,unresolved,neutral,neutral,0.979088379,0.660599589,0.369203603,neutral,"[""neutral"", ""sad"", ""angry"", ""happy""]","[0.36920360349121883, 0.22819649325530214, 0.20493310380011587, 0.19766679945336316]"
162,cheyer_left_angry_sunglasses.png,left,sunglasses,angry,TRUE,FALSE,FALSE,unresolved,neutral,neutral,0.963483523,0.772539735,0.403228068,neutral,"[""neutral"", ""sad"", ""angry"", ""happy""]","[0.4032280681219779, 0.22038436393038657, 0.20808859459983592, 0.16829897334779967]"
163,cheyer_left_happy_open.png,left,open,happy,FALSE,FALSE,FALSE,,,,0.981496524,0.653536916,0.402963696,happy,"[""happy"", ""angry"", ""neutral"", ""sad""]","[0.40296369600142, 0.2192835420937036, 0.19470887636581918, 0.18304388553905715]"
164,cheyer_left_happy_sunglasses.png,left,sunglasses,happy,FALSE,FALSE,FALSE,,,,0.996708365,0.776708961,0.293045252,happy,"[""happy"", ""neutral"", ""angry"", ""sad""]","[0.2930452521722504, 0.2857562953187182, 0.23770019147758836, 0.183498261031443]"
165,cheyer_left_neutral_open.png,left,open,neutral,FALSE,FALSE,FALSE,,,,0.992031946,0.629341722,0.324841238,neutral,"[""neutral"", ""sad"", ""happy"", ""angry""]","[0.32484123816893024, 0.24283373142344164, 0.23293829946664837, 0.19938673094097964]"
166,cheyer_left_neutral_sunglasses.png,left,sunglasses,neutral,FALSE,FALSE,FALSE,,,,0.9832978,0.684754491,0.343941152,neutral,"[""neutral"", ""sad"", ""happy"", ""angry""]","[0.34394115158266914, 0.25357514785136553, 0.2015764100861707, 0.20090729047979464]"
167,cheyer_left_sad_open.png,left,open,sad,TRUE,FALSE,FALSE,unresolved,neutral,neutral,0.972534542,0.657878101,0.39023594,neutral,"[""neutral"", ""sad"", ""angry"", ""happy""]","[0.39023594018770486, 0.22268233221978767, 0.1985585856692942, 0.18852314192321337]"
168,cheyer_left_sad_sunglasses.png,left,sunglasses,sad,TRUE,FALSE,FALSE,unresolved,neutral,neutral,0.962920246,0.725372374,0.406262371,neutral,"[""neutral"", ""sad"", ""angry"", ""happy""]","[0.4062623706034133, 0.2244585996451622, 0.20057445815579542, 0.1687045715956291]"
169,cheyer_right_angry_open.png,right,open,angry,TRUE,FALSE,FALSE,unresolved,neutral,neutral,0.979819839,0.669611335,0.367954694,neutral,"[""neutral"", ""sad"", ""happy"", ""angry""]","[0.3679546936401343, 0.24680481759691908, 0.20457536790855455, 0.18066512085439207]"
170,cheyer_right_angry_sunglasses.png,right,sunglasses,angry,TRUE,FALSE,FALSE,unresolved,neutral,neutral,0.98276779,0.716893435,0.353199313,neutral,"[""neutral"", ""sad"", ""angry"", ""happy""]","[0.3531993133378938, 0.2282253301047911, 0.21629594860002513, 0.20227940795728994]"
171,cheyer_right_happy_open.png,right,open,happy,FALSE,FALSE,FALSE,,,,0.978098773,0.693258524,0.423290917,happy,"[""happy"", ""neutral"", ""angry"", ""sad""]","[0.4232909173525544, 0.2037802147551187, 0.19770469126624365, 0.17522417662608317]"
172,cheyer_right_happy_sunglasses.png,right,sunglasses,happy,FALSE,FALSE,FALSE,,,,0.999882248,0.767603993,0.293792657,happy,"[""happy"", ""neutral"", ""sad"", ""angry""]","[0.2937926566351112, 0.27512908393516344, 0.23035546141597438, 0.20072279801375098]"
173,cheyer_right_neutral_open.png,right,open,neutral,FALSE,FALSE,FALSE,,,,0.989822679,0.634072065,0.307502657,neutral,"[""neutral"", ""sad"", ""angry"", ""happy""]","[0.3075026567211545, 0.25478753406106897, 0.22280891771270392, 0.21490089150507255]"
174,cheyer_right_neutral_sunglasses.png,right,sunglasses,neutral,FALSE,FALSE,FALSE,,,,0.988226766,0.685502887,0.309920445,neutral,"[""neutral"", ""sad"", ""angry"", ""happy""]","[0.3099204454689557, 0.26736936930826094, 0.2117827038720285, 0.21092748135075498]"
175,cheyer_right_sad_open.png,right,open,sad,FALSE,FALSE,FALSE,,,,0.986070895,0.672607422,0.272462775,neutral,"[""neutral"", ""sad"", ""angry"", ""happy""]","[0.2724627750324514, 0.2699488696644706, 0.25381523694829383, 0.20377311835478404]"
176,cheyer_right_sad_sunglasses.png,right,sunglasses,sad,FALSE,FALSE,FALSE,,,,0.984488006,0.732680023,0.278602622,sad,"[""sad"", ""neutral"", ""angry"", ""happy""]","[0.2786026222368695, 0.2670197926024891, 0.25405557140358503, 0.2003220137570564]"
177,cheyer_straight_angry_open.png,straight,open,angry,FALSE,FALSE,FALSE,,,,0.953622828,0.788576007,0.341084351,angry,"[""angry"", ""sad"", ""neutral"", ""happy""]","[0.34108435139514237, 0.26166492953808274, 0.2515840194253694, 0.14566669964140547]"
178,cheyer_straight_angry_sunglasses.png,straight,sunglasses,angry,FALSE,FALSE,FALSE,,,,0.964594968,0.807024896,0.304348979,angry,"[""angry"", ""neutral"", ""sad"", ""happy""]","[0.3043489788055309, 0.2715665509216323, 0.2689083896435289, 0.15517608062930796]"
179,cheyer_straight_happy_open.png,straight,open,happy,FALSE,FALSE,FALSE,,,,0.969036641,0.801314354,0.450357522,happy,"[""happy"", ""neutral"", ""angry"", ""sad""]","[0.4503575220096212, 0.22216497391636242, 0.18087377921672756, 0.1466037248572887]"
180,cheyer_straight_happy_sunglasses.png,straight,sunglasses,happy,FALSE,FALSE,FALSE,,,,0.993806558,0.851264,0.358568138,happy,"[""happy"", ""neutral"", ""angry"", ""sad""]","[0.3585681379668964, 0.2619107429391511, 0.200501449878281, 0.17901966921567136]"
181,cheyer_straight_neutral_open.png,straight,open,neutral,FALSE,FALSE,FALSE,,,,0.97364668,0.776130021,0.292456801,neutral,"[""neutral"", ""angry"", ""sad"", ""happy""]","[0.2924568009394124, 0.27980969169610265, 0.2585007679043641, 0.169232739460121]"
182,cheyer_straight_neutral_sunglasses.png,straight,sunglasses,neutral,FALSE,FALSE,TRUE,unresolved,,,0.967854363,0.9420802,0.320374666,neutral,"[""neutral"", ""angry"", ""sad"", ""happy""]","[0.3203746661209899, 0.2881430797414535, 0.232055214166213, 0.15942703997134355]"
183,cheyer_straight_sad_open.png,straight,open,sad,FALSE,FALSE,FALSE,,,,0.93218939,0.875286818,0.361768131,sad,"[""sad"", ""angry"", ""neutral"", ""happy""]","[0.3617681310621823, 0.3171533483813698, 0.18321804170449751, 0.1378604788519503]"
184,cheyer_straight_sad_sunglasses.png,straight,sunglasses,sad,TRUE,FALSE,TRUE,unresolved,angry,angry,0.966583195,0.937095106,0.316096961,angry,"[""angry"", ""sad"", ""neutral"", ""happy""]","[0.3160969605819038, 0.2826892812920018, 0.22551162054376794, 0.17570213758232653]"
185,cheyer_up_angry_open.png,up,open,angry,TRUE,FALSE,FALSE,unresolved,sad,sad,0.908327917,0.768129528,0.488472736,sad,"[""sad"", ""angry"", ""neutral"", ""happy""]","[0.4884727364591676, 0.18205112722664404, 0.17819714122585686, 0.1512789950883315]"
186,cheyer_up_angry_sunglasses.png,up,sunglasses,angry,TRUE,FALSE,FALSE,unresolved,sad,sad,0.953439695,0.710776627,0.39989899,sad,"[""sad"", ""angry"", ""neutral"", ""happy""]","[0.3998989896971909, 0.2196078955505001, 0.19405962332722448, 0.18643349142508453]"
187,cheyer_up_happy_open.png,up,open,happy,TRUE,FALSE,TRUE,unresolved,sad,sad,0.933981093,0.909754634,0.434162777,sad,"[""sad"", ""happy"", ""angry"", ""neutral""]","[0.4341627767054868, 0.23942804946068455, 0.20355962158091068, 0.12284955225291806]"
188,cheyer_up_happy_sunglasses.png,up,sunglasses,happy,TRUE,FALSE,FALSE,unresolved,sad,sad,0.980353173,0.628496945,0.315115268,sad,"[""sad"", ""neutral"", ""happy"", ""angry""]","[0.31511526830824216, 0.2949635900413236, 0.1976669926385723, 0.19225414901186205]"
189,cheyer_up_neutral_open.png,up,open,neutral,TRUE,FALSE,FALSE,unresolved,sad,sad,0.946980795,0.718399286,0.422484483,sad,"[""sad"", ""neutral"", ""happy"", ""angry""]","[0.4224844834451573, 0.23249537005383744, 0.17563704940440503, 0.16938309709660018]"
190,cheyer_up_neutral_sunglasses.png,up,sunglasses,neutral,FALSE,FALSE,FALSE,,,,0.979553377,0.631941676,0.30309981,neutral,"[""neutral"", ""sad"", ""angry"", ""happy""]","[0.30309980978496764, 0.2757793396686159, 0.23970112858373901, 0.1814197219626775]"
191,cheyer_up_sad_open.png,up,open,sad,FALSE,FALSE,FALSE,,,,0.972853906,0.728997767,0.319092534,sad,"[""sad"", ""angry"", ""neutral"", ""happy""]","[0.3190925339905175, 0.2528074182716698, 0.25005353730388996, 0.1780465104339228]"
192,cheyer_up_sad_sunglasses.png,up,sunglasses,sad,FALSE,FALSE,FALSE,,,,0.982731277,0.710835218,0.280692859,sad,"[""sad"", ""angry"", ""neutral"", ""happy""]","[0.2806928592101133, 0.2614379548046192, 0.2608047781823262, 0.1970644078029412]"
193,choon_left_angry_open.png,left,open,angry,TRUE,FALSE,FALSE,unresolved,happy,happy,0.959558421,0.423408866,0.437514298,happy,"[""happy"", ""neutral"", ""sad"", ""angry""]","[0.43751429829513383, 0.3137258156398266, 0.15363903089011488, 0.0951208551749247]"
194,choon_left_happy_open.png,left,open,happy,FALSE,FALSE,FALSE,,,,0.99189492,0.489519775,0.375119806,happy,"[""happy"", ""neutral"", ""sad"", ""angry""]","[0.3751198055541071, 0.25163233494335724, 0.1890758328455551, 0.18417202665698054]"
195,choon_left_happy_sunglasses.png,left,sunglasses,happy,FALSE,FALSE,FALSE,,,,0.997074433,0.448489785,0.333829926,happy,"[""happy"", ""neutral"", ""angry"", ""sad""]","[0.3338299261703681, 0.2521270373246622, 0.22021483601581318, 0.19382820048915644]"
196,choon_left_neutral_open.png,left,open,neutral,FALSE,FALSE,FALSE,,,,0.986310503,0.46017307,0.345184092,neutral,"[""neutral"", ""sad"", ""happy"", ""angry""]","[0.3451840916785997, 0.23702991890805447, 0.2132973658657775, 0.20448862354756833]"
